"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"479","RT @arualnatalia: hey @AmericanAir @Panthers anyone willing to help out with this? https://t.co/AZwFxQxpDD",FALSE,0,NA,2017-10-07 22:53:36,FALSE,NA,"916798691641643008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lepetitejanou",2,TRUE,FALSE,NA,NA
"480","@PhilFlying @AirlineReporter @AmericanAir But if you're flying with a family, what happens then? I certainly don't‚Ä¶ https://t.co/0pJjuAvcbf",FALSE,0,"PhilFlying",2017-10-07 22:53:20,TRUE,"916796255057170432","916798626839519232","62227438","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IndoBushPilot",0,FALSE,FALSE,NA,NA
"481","RT @fromtheleftseat: Time to go to work. #DFW anyone? @AmericanAir @AirbusInTheUS #A321 #AAteam #AAdvantage #SundayMorning https://t.co/7Va‚Ä¶",FALSE,0,NA,2017-10-07 22:52:56,FALSE,NA,"916798523810701312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NtseleThulane",1,TRUE,FALSE,NA,NA
"482","@asktsa, my TSA pre won't show up on my @AmericanAir boarding passes the last 2 flights. any advice?",FALSE,0,"AskTSA",2017-10-07 22:52:31,FALSE,NA,"916798422367084544","3292337961","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jennybahn",0,FALSE,FALSE,NA,NA
"483","RT @AmericanAir: Happy Pride Funky Town! It‚Äôs time to celebrate! 

#FortWorthPride https://t.co/BXe42YjWiP",FALSE,0,NA,2017-10-07 22:52:06,FALSE,NA,"916798314636566529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahmyur",62,TRUE,FALSE,NA,NA
"484","@AmericanAir Thank you but I am heading to Pitt for the game Ì†ΩÌ∏ä",FALSE,0,"AmericanAir",2017-10-07 22:52:02,FALSE,"916790215678849025","916798298136154112","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mdig265152",0,FALSE,FALSE,NA,NA
"485","@uSTADIUM @AmericanAir As long as we play are game Bell and we don't turn ball over we win",FALSE,0,"uSTADIUM",2017-10-07 22:51:38,FALSE,"916794599192121344","916798197053509634","588507819","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mdig265152",0,FALSE,FALSE,NA,NA
"486","@RBHodson @AmericanAir My phone was vertical to demonstrate the reach. Probs fair to assume we‚Äôll watch finding Nem‚Ä¶ https://t.co/AKvwlQTRf4",FALSE,0,"RBHodson",2017-10-07 22:50:25,TRUE,"916796818247372801","916797892861550592","35821355","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AirlineReporter",0,FALSE,FALSE,NA,NA
"487","Now @AmericanAir giving delays for when they will give you delays. Where they do that at?!",FALSE,0,NA,2017-10-07 22:50:23,FALSE,NA,"916797883910950912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TotallyJA",1,FALSE,FALSE,NA,NA
"488","RT @AirlineReporter: Touring the @AmericanAir TUL MRO engine shop dedicated to CFM-56. Can completely overhaul in 53 days. Req‚Äôd every 10is‚Ä¶",FALSE,0,NA,2017-10-07 22:49:53,FALSE,NA,"916797759667232769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FGustavoFlores",4,TRUE,FALSE,NA,NA
"489","RT @AirlineReporter: Some are bummed the @AmericanAir 737s are going w/ BYOD IFE. We aren‚Äôt. It‚Äôs the future. Note tablet/phone holder in s‚Ä¶",FALSE,0,NA,2017-10-07 22:49:45,FALSE,NA,"916797723088650240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","maurihamm",15,TRUE,FALSE,NA,NA
"490","RT @oliwalkerjones: Nothing makes me happier when travelling than this. It's the @AmericanAir guacamole stand! https://t.co/Id1yviyVNt",FALSE,0,NA,2017-10-07 22:48:45,FALSE,NA,"916797472995008513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VladyslavMazur",1,TRUE,FALSE,NA,NA
"491","RT @AirlineReporter: And here‚Äôs the @AmericanAir #737mAAx flightdeck. We saved the best for last. And with that, we‚Äôre off to Wichita. ThAA‚Ä¶",FALSE,0,NA,2017-10-07 22:47:33,FALSE,NA,"916797172875743232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FGustavoFlores",5,TRUE,FALSE,NA,NA
"492","@tehreedy @AirlineReporter @AmericanAir The 737s will soon be @ViaSatInc or @Gogo #2Ku. Both are very fast and totally capable.",FALSE,0,"tehreedy",2017-10-07 22:47:03,FALSE,"916795541790523394","916797046035767296","19903171","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","user47",0,FALSE,FALSE,NA,NA
"493","@AmericanAir How about airlines just stick to keeping the pressurized metal tubes in the air and on time and stay out of gender politics?",FALSE,1,"AmericanAir",2017-10-07 22:46:53,FALSE,"916423569000742912","916797003455221760","22536055","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","InfiniteBastard",0,FALSE,FALSE,NA,NA
"494","RT @AirlineReporter: Some are bummed the @AmericanAir 737s are going w/ BYOD IFE. We aren‚Äôt. It‚Äôs the future. Note tablet/phone holder in s‚Ä¶",FALSE,0,NA,2017-10-07 22:46:28,FALSE,NA,"916796897154818049",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","comicmuse",15,TRUE,FALSE,NA,NA
"495","@AirlineReporter @AmericanAir But no slot at base of holder for USB cable entry. Should have tested with real people and dead phone battery.",FALSE,0,"AirlineReporter",2017-10-07 22:46:09,FALSE,"916795131365412869","916796818247372801","40113236","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RBHodson",0,FALSE,FALSE,NA,NA
"496","@AmericanAir The crew should have been forthright in the beginning letting us know the real issue and not blaming it on ‚Äúpaperwork‚Äù.",FALSE,0,"brentdeems",2017-10-07 22:45:53,FALSE,"916796631516839936","916796751247564800","30312792","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brentdeems",0,FALSE,FALSE,NA,NA
"497","RT @AirlineReporter: Some are bummed the @AmericanAir 737s are going w/ BYOD IFE. We aren‚Äôt. It‚Äôs the future. Note tablet/phone holder in s‚Ä¶",FALSE,0,NA,2017-10-07 22:45:32,FALSE,NA,"916796661896278016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chencho_82",15,TRUE,FALSE,NA,NA
"498","Are we still going to Dallas @AmericanAir ??? AA2665...",FALSE,0,NA,2017-10-07 22:45:30,FALSE,NA,"916796654241636352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justin_sinanan_",0,FALSE,FALSE,NA,NA
"499","@AmericanAir No sense in that. Captain said the plane is out of service. And now we are back in the terminal waitin‚Ä¶ https://t.co/8p3jJmpmOv",FALSE,0,"AmericanAir",2017-10-07 22:45:24,TRUE,"916796077461958656","916796631516839936","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brentdeems",0,FALSE,FALSE,NA,NA
"500","And here‚Äôs the @AmericanAir #737mAAx flightdeck. We saved the best for last. And with that, we‚Äôre off to Wichita. T‚Ä¶ https://t.co/hFEvb6Nxnd",FALSE,23,NA,2017-10-07 22:45:22,TRUE,NA,"916796621589016576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AirlineReporter",5,FALSE,FALSE,NA,NA
